compound_id	smiles	chem_name	mw
137	CCC1=C(C(=O)OC)C(c2nn(C)cc2C)NC(=O)N1CCc1cccs1	methyl 4-(1,4-dimethyl-1H-pyrazol-3-yl)-6-ethyl-2-oxo-1-[2-(thiophen-2-yl)ethyl]-1,2,3,4-tetrahydropyrimidine-5-carboxylate	388.49
138	CCCC1=C(C(=O)OC)C(c2cnc3c(c2)COC3)NC(=O)N1CC(=O)O	2-(4-{5H,7H-furo[3,4-b]pyridin-3-yl}-5-(methoxycarbonyl)-2-oxo-6-propyl-1,2,3,4-tetrahydropyrimidin-1-yl)acetic acid	375.38
139	CCCC1=C(C(=O)OC)C(c2nncn2CC)NC(=O)N1Cc1cccs1	methyl 4-(4-ethyl-4H-1,2,4-triazol-3-yl)-2-oxo-6-propyl-1-[(thiophen-2-yl)methyl]-1,2,3,4-tetrahydropyrimidine-5-carboxylate	389.47
140	CCCCN1C(=S)NC(c2ccccc2)C(C(=O)Nc2cc(C)on2)=C1C		
141	CCCCOc1ccc(C2NC(=S)NC(C)=C2C(=O)OCC)cc1OC		
142	CCCCOc1ccc(C2NC(=S)NC(C)=C2C(=O)OCC)cc1OCC		
143	CCCN1C(=O)NC(c2cc(C(=O)OC)on2)C(C(=O)OC)=C1COC	methyl 4-[5-(methoxycarbonyl)-1,2-oxazol-3-yl]-6-(methoxymethyl)-2-oxo-1-propyl-1,2,3,4-tetrahydropyrimidine-5-carboxylate	367.35
144	CCCN1C(=O)NC(c2ccc(OC(F)F)cc2)C(C(=O)OC)=C1C		
145	CCCN1C(=O)NC(c2nc(Br)ccc2C)C(C(=O)N(C)C)=C1C	4-(6-bromo-3-methylpyridin-2-yl)-N,N,6-trimethyl-2-oxo-1-propyl-1,2,3,4-tetrahydropyrimidine-5-carboxamide	395.29
146	CCCN1C(=O)NC(c2nccnc2C)C(C(=O)OC)=C1CC(C)C	methyl 6-(2-methylpropyl)-4-(3-methylpyrazin-2-yl)-2-oxo-1-propyl-1,2,3,4-tetrahydropyrimidine-5-carboxylate	346.42
147	CCCN1C(=S)NC(c2c(Br)cnn2C(C)C)C2=C1CNC2=O	4-[4-bromo-1-(propan-2-yl)-1H-pyrazol-5-yl]-1-propyl-2-sulfanylidene-1H,2H,3H,4H,5H,6H,7H-pyrrolo[3,4-d]pyrimidin-5-one	398.32
148	CCCN1C(=S)NC(c2cccc(F)c2)C(C(=O)Nc2cc(C)on2)=C1C		
149	CCCOc1cc(C2NC(=S)N(c3ccc(OC)cc3)C(C)=C2C(=O)OC)ccc1OC		
150	CCCOc1ccc(C2NC(=S)N(c3ccccc3OC)C(C)=C2C(=O)OC)cc1OC		
151	CCN(CC)C(=O)C1=C(C)N(CC(=O)O)C(=O)NC1c1cnc(Cl)c(C)c1	2-[4-(6-chloro-5-methylpyridin-3-yl)-5-(diethylcarbamoyl)-6-methyl-2-oxo-1,2,3,4-tetrahydropyrimidin-1-yl]acetic acid	394.85
152	CCN(CC)C(=O)C1=C(C)N(CCF)C(=O)NC1c1occc1C(=O)O	2-[5-(diethylcarbamoyl)-1-(2-fluoroethyl)-6-methyl-2-oxo-1,2,3,4-tetrahydropyrimidin-4-yl]furan-3-carboxylic acid	367.37
153	CCN(CC)C(=O)C1=C(C)N(c2ccccc2)C(=S)NC1c1cccc(OC)c1		
154	CCN(CC)C(=O)C1=C(C)N(c2ccccc2)C(=S)NC1c1cccc(OC)c1OC		
155	CCN(CC)C(=O)C1=C(C)NC(=S)NC1c1cc(OC)c(OC)cc1OC		
156	CCN(CC)C(=O)C1=C(C)NC(=S)NC1c1cccc(OC)c1		
157	CCN(CC)C(=O)C1=C(C)NC(=S)NC1c1cccc(OC)c1OC		
158	CCN1C(=O)NC(c2cc(C(=O)OC)ccc2F)C2=C1CC(C)(C)CNC2=O	methyl 3-{1-ethyl-8,8-dimethyl-2,5-dioxo-1H,2H,3H,4H,5H,6H,7H,8H,9H-pyrimido[5,4-c]azepin-4-yl}-4-fluorobenzoate	389.42
159	CCN1C(=O)NC(c2cc(Cl)cc(C(=O)O)c2)C2=C1CCN(OC)C2=O	3-chloro-5-{1-ethyl-6-methoxy-2,5-dioxo-1H,2H,3H,4H,5H,6H,7H,8H-pyrido[4,3-d]pyrimidin-4-yl}benzoic acid	379.80
160	CCN1C(=O)NC(c2ccc(C(F)(F)F)cc2C)C2=C1CC(C)CNC2=O	1-ethyl-8-methyl-4-[2-methyl-4-(trifluoromethyl)phenyl]-1H,2H,3H,4H,5H,6H,7H,8H,9H-pyrimido[5,4-c]azepine-2,5-dione	381.39
161	CCN1C(=O)NC(c2ccc(C(F)(F)F)cc2C)C2=C1CCCNC2=O	1-ethyl-4-[2-methyl-4-(trifluoromethyl)phenyl]-1H,2H,3H,4H,5H,6H,7H,8H,9H-pyrimido[5,4-c]azepine-2,5-dione	367.37
162	CCN1C(=O)NC(c2ccc(Cl)c(Cl)c2)C(C(=O)OC)=C1C		
163	CCN1C(=O)NC(c2ccc(OC(F)F)cc2)C(C(=O)OC)=C1C		
164	CCN1C(=O)NC(c2cnn(CC3CCC3)c2)C2=C1CN(C(C)(C)C)C2=O	6-tert-butyl-4-[1-(cyclobutylmethyl)-1H-pyrazol-4-yl]-1-ethyl-1H,2H,3H,4H,5H,6H,7H-pyrrolo[3,4-d]pyrimidine-2,5-dione	371.48
165	CCN1C(=S)NC(c2cccc3nonc23)C2=C1CCN(C1CC1)C2=O	4-(2,1,3-benzoxadiazol-4-yl)-6-cyclopropyl-1-ethyl-2-sulfanylidene-1H,2H,3H,4H,5H,6H,7H,8H-pyrido[4,3-d]pyrimidin-5-one	369.44
166	CCN1CCC2=C(C1=O)C(c1c(Cl)c(C)nn1CC)NC(=S)N2CC	4-(4-chloro-1-ethyl-3-methyl-1H-pyrazol-5-yl)-1,6-diethyl-2-sulfanylidene-1H,2H,3H,4H,5H,6H,7H,8H-pyrido[4,3-d]pyrimidin-5-one	381.92
167	CCN1CCC2=C(C1=O)C(c1ccccc1-c1ccnn1C)NC(=O)N2C1CC1	1-cyclopropyl-6-ethyl-4-[2-(1-methyl-1H-pyrazol-5-yl)phenyl]-1H,2H,3H,4H,5H,6H,7H,8H-pyrido[4,3-d]pyrimidine-2,5-dione	391.47
168	CCN1CCC2=C(C1=O)C(c1n[nH]c3c(C#N)cccc13)NC(=O)N2CCOC	3-[6-ethyl-1-(2-methoxyethyl)-2,5-dioxo-1H,2H,3H,4H,5H,6H,7H,8H-pyrido[4,3-d]pyrimidin-4-yl]-1H-indazole-7-carbonitrile	394.43
169	CCN1CCC2=C(C1=O)C(c1nn(CC)nc1C)NC(=O)N2Cc1ccccc1	1-benzyl-6-ethyl-4-(2-ethyl-5-methyl-2H-1,2,3-triazol-4-yl)-1H,2H,3H,4H,5H,6H,7H,8H-pyrido[4,3-d]pyrimidine-2,5-dione	394.47
170	CCOC(=O)C1=C(C(C)F)N(CC)C(=O)NC1c1cnn(C2CC2)c1	ethyl 4-(1-cyclopropyl-1H-pyrazol-4-yl)-1-ethyl-6-(1-fluoroethyl)-2-oxo-1,2,3,4-tetrahydropyrimidine-5-carboxylate	350.39
171	CCOC(=O)C1=C(C(C)OC)N(CC)C(=O)NC1c1nn[nH]c1C	ethyl 1-ethyl-6-(1-methoxyethyl)-4-(5-methyl-1H-1,2,3-triazol-4-yl)-2-oxo-1,2,3,4-tetrahydropyrimidine-5-carboxylate	337.38
172	CCOC(=O)C1=C(C(F)F)N(C)C(=O)N(C)C1c1n[nH]c2cc(C#N)ccc12	ethyl 4-(6-cyano-1H-indazol-3-yl)-6-(difluoromethyl)-1,3-dimethyl-2-oxo-1,2,3,4-tetrahydropyrimidine-5-carboxylate	389.36
173	CCOC(=O)C1=C(C(F)F)N(CCc2cccs2)C(=O)NC1c1cnc[nH]1	ethyl 6-(difluoromethyl)-4-(1H-imidazol-5-yl)-2-oxo-1-[2-(thiophen-2-yl)ethyl]-1,2,3,4-tetrahydropyrimidine-5-carboxylate	396.41
174	CCOC(=O)C1=C(C)N(C)C(=O)NC1c1c[nH]c2cncc(Br)c12	ethyl 4-{4-bromo-1H-pyrrolo[2,3-c]pyridin-3-yl}-1,6-dimethyl-2-oxo-1,2,3,4-tetrahydropyrimidine-5-carboxylate	393.24
175	CCOC(=O)C1=C(C)N(C)C(=O)NC1c1cccc(Cl)c1Cl		
176	CCOC(=O)C1=C(C)N(CC(=O)O)C(=O)NC1c1cnc(C)n1-c1ccccc1	2-[5-(ethoxycarbonyl)-6-methyl-4-(2-methyl-1-phenyl-1H-imidazol-5-yl)-2-oxo-1,2,3,4-tetrahydropyrimidin-1-yl]acetic acid	398.41
177	CCOC(=O)C1=C(C)N(CC(C)C)C(=O)NC1c1ccn(C2CC2)n1	ethyl 4-(1-cyclopropyl-1H-pyrazol-3-yl)-6-methyl-1-(2-methylpropyl)-2-oxo-1,2,3,4-tetrahydropyrimidine-5-carboxylate	346.42
178	CCOC(=O)C1=C(C)N(CC(C)C)C(=O)NC1c1cnc(C(=O)OCC)s1	ethyl 4-[2-(ethoxycarbonyl)-1,3-thiazol-5-yl]-6-methyl-1-(2-methylpropyl)-2-oxo-1,2,3,4-tetrahydropyrimidine-5-carboxylate	395.48
179	CCOC(=O)C1=C(C)N(CC)C(=O)NC1c1cccc(Cl)c1Cl		
180	CCOC(=O)C1=C(C)N(CC2CCCO2)C(=O)NC1c1cc2n(n1)CCCC2	ethyl 6-methyl-2-oxo-1-[(oxolan-2-yl)methyl]-4-{4H,5H,6H,7H-pyrazolo[1,5-a]pyridin-2-yl}-1,2,3,4-tetrahydropyrimidine-5-carboxylate	388.46
181	CCOC(=O)C1=C(C)N(CC2CCCO2)C(=O)NC1c1cc[nH]c1C(=O)OC	ethyl 4-[2-(methoxycarbonyl)-1H-pyrrol-3-yl]-6-methyl-2-oxo-1-[(oxolan-2-yl)methyl]-1,2,3,4-tetrahydropyrimidine-5-carboxylate	391.42
182	CCOC(=O)C1=C(C)N(CC2CCCO2)C(=O)NC1c1cccc2c1CCNC2	ethyl 6-methyl-2-oxo-1-[(oxolan-2-yl)methyl]-4-(1,2,3,4-tetrahydroisoquinolin-5-yl)-1,2,3,4-tetrahydropyrimidine-5-carboxylate	399.48
183	CCOC(=O)C1=C(C)N(CC2CCCO2)C(=O)NC1c1cn2ccnc2s1	ethyl 4-{imidazo[2,1-b][1,3]thiazol-2-yl}-6-methyl-2-oxo-1-[(oxolan-2-yl)methyl]-1,2,3,4-tetrahydropyrimidine-5-carboxylate	390.46
184	CCOC(=O)C1=C(C)N(Cc2ccc(OC)cc2)C(=O)NC1c1nccn1CC	ethyl 4-(1-ethyl-1H-imidazol-2-yl)-1-[(4-methoxyphenyl)methyl]-6-methyl-2-oxo-1,2,3,4-tetrahydropyrimidine-5-carboxylate	398.46
185	CCOC(=O)C1=C(C)N(Cc2ccccc2)C(=O)NC1c1cn(C)nc1C(=O)O	4-[1-benzyl-5-(ethoxycarbonyl)-6-methyl-2-oxo-1,2,3,4-tetrahydropyrimidin-4-yl]-1-methyl-1H-pyrazole-3-carboxylic acid	398.41
186	CCOC(=O)C1=C(C)N(Cc2cccs2)C(=O)NC1c1c(C)cnn1CC	ethyl 4-(1-ethyl-4-methyl-1H-pyrazol-5-yl)-6-methyl-2-oxo-1-[(thiophen-2-yl)methyl]-1,2,3,4-tetrahydropyrimidine-5-carboxylate	388.49
187	CCOC(=O)C1=C(C)N(Cc2cccs2)C(=O)NC1c1c[nH]nc1C(=O)O	4-[5-(ethoxycarbonyl)-6-methyl-2-oxo-1-[(thiophen-2-yl)methyl]-1,2,3,4-tetrahydropyrimidin-4-yl]-1H-pyrazole-3-carboxylic acid	390.42
188	CCOC(=O)C1=C(C)N(c2ccc(C#N)cc2)C(=O)NC1c1cn(C2CC2)cn1	ethyl 1-(4-cyanophenyl)-4-(1-cyclopropyl-1H-imidazol-4-yl)-6-methyl-2-oxo-1,2,3,4-tetrahydropyrimidine-5-carboxylate	391.42
189	CCOC(=O)C1=C(C)N(c2ccc(C)cc2)C(=O)NC1c1cn(CC2CC2)nn1	ethyl 4-[1-(cyclopropylmethyl)-1H-1,2,3-triazol-4-yl]-6-methyl-1-(4-methylphenyl)-2-oxo-1,2,3,4-tetrahydropyrimidine-5-carboxylate	395.46
190	CCOC(=O)C1=C(C)N(c2ccc(F)cc2)C(=S)NC1c1ccc(OCCC(=O)O)cc1		
191	CCOC(=O)C1=C(C)N(c2ccc3c(c2)OCCO3)C(=S)NC1c1c(F)cccc1F		
192	CCOC(=O)C1=C(C)N(c2ccc3c(c2)OCCO3)C(=S)NC1c1cc(OC)c(O)c(OC)c1		
193	CCOC(=O)C1=C(C)N(c2ccc3c(c2)OCCO3)C(=S)NC1c1ccc(OC)cc1OC		
194	CCOC(=O)C1=C(C)N(c2ccc3c(c2)OCCO3)C(=S)NC1c1cccc(C)c1		
195	CCOC(=O)C1=C(C)N(c2ccc3c(c2)OCCO3)C(=S)NC1c1cccc(F)c1		
196	CCOC(=O)C1=C(C)N(c2ccc3c(c2)OCCO3)C(=S)NC1c1cccc(OC)c1		
197	CCOC(=O)C1=C(C)N(c2ccc3c(c2)OCCO3)C(=S)NC1c1ccccc1C		
198	CCOC(=O)C1=C(C)N(c2ccc3c(c2)OCO3)C(=O)NC1c1cccc(F)c1		
199	CCOC(=O)C1=C(C)N(c2ccc3c(c2)OCO3)C(=O)NC1c1ccccc1		
200	CCOC(=O)C1=C(C)N(c2ccc3c(c2)OCO3)C(=O)NC1c1ccccc1F		
201	CCOC(=O)C1=C(C)N(c2ccccc2)C(=S)NC1c1ccc(OC)cc1		
202	CCOC(=O)C1=C(C)N(c2ccccc2)C(=S)NC1c1ccc(OCc2cccnc2)cc1		
203	CCOC(=O)C1=C(C)NC(=O)NC1c1ccc(Cl)c(Cl)c1		
204	CCOC(=O)C1=C(C)NC(=O)NC1c1cccc(Cl)c1Cl		
205	CCOC(=O)C1=C(C)NC(=S)NC1c1c(F)cccc1F		
206	CCOC(=O)C1=C(C)NC(=S)NC1c1cccc(F)c1		
207	CCOC(=O)C1=C(C)NC(=S)NC1c1cccc(OC)c1		
208	CCOC(=O)C1=C(C)NC(=S)NC1c1cccc(OC)c1OC		
209	CCOC(=O)C1=C(C2CCOCC2)NC(=O)NC1c1nc(OC)ccc1OC	ethyl 4-(3,6-dimethoxypyridin-2-yl)-6-(oxan-4-yl)-2-oxo-1,2,3,4-tetrahydropyrimidine-5-carboxylate	391.42
210	CCOC(=O)C1=C(CC(C)C)N(CC)C(=O)NC1c1nnc2n1CCCCC2	ethyl 1-ethyl-6-(2-methylpropyl)-2-oxo-4-{5H,6H,7H,8H,9H-[1,2,4]triazolo[4,3-a]azepin-3-yl}-1,2,3,4-tetrahydropyrimidine-5-carboxylate	389.49
211	CCOC(=O)C1=C(CC)N(C[C@H]2CCCO2)C(=S)NC1c1ccc(F)cn1	ethyl 6-ethyl-4-(5-fluoropyridin-2-yl)-1-{[(2R)-oxolan-2-yl]methyl}-2-sulfanylidene-1,2,3,4-tetrahydropyrimidine-5-carboxylate	393.48
212	CCOC(=O)C1=C(CC)N(Cc2ccc(C(=O)O)cc2)C(=O)NC1c1ncc[nH]1	4-{[5-(ethoxycarbonyl)-6-ethyl-4-(1H-imidazol-2-yl)-2-oxo-1,2,3,4-tetrahydropyrimidin-1-yl]methyl}benzoic acid	398.41
213	CCOC(=O)C1=C(CC)N(Cc2ccccc2OC)C(=O)NC1c1ncoc1C	ethyl 6-ethyl-1-[(2-methoxyphenyl)methyl]-4-(5-methyl-1,3-oxazol-4-yl)-2-oxo-1,2,3,4-tetrahydropyrimidine-5-carboxylate	399.44
214	CCOC(=O)C1=C(CC2CC2)N(CCF)C(=O)NC1c1cn(C)nn1	ethyl 6-(cyclopropylmethyl)-1-(2-fluoroethyl)-4-(1-methyl-1H-1,2,3-triazol-4-yl)-2-oxo-1,2,3,4-tetrahydropyrimidine-5-carboxylate	351.38
215	CCOC(=O)C1=C(CC2CC2)N(CCOC)C(=O)NC1c1c[nH]nc1C(F)F	ethyl 6-(cyclopropylmethyl)-4-[3-(difluoromethyl)-1H-pyrazol-4-yl]-1-(2-methoxyethyl)-2-oxo-1,2,3,4-tetrahydropyrimidine-5-carboxylate	398.41
216	CCOC(=O)C1=C(CCl)N(CCF)C(=O)NC1c1cnc2c(C)cccn12	ethyl 6-(chloromethyl)-1-(2-fluoroethyl)-4-{8-methylimidazo[1,2-a]pyridin-3-yl}-2-oxo-1,2,3,4-tetrahydropyrimidine-5-carboxylate	394.83
217	CCOC(=O)C1=C(COC)N(CC2CC2)C(=S)NC1c1nn(CC)nc1C	ethyl 1-(cyclopropylmethyl)-4-(2-ethyl-5-methyl-2H-1,2,3-triazol-4-yl)-6-(methoxymethyl)-2-sulfanylidene-1,2,3,4-tetrahydropyrimidine-5-carboxylate	393.51
218	CCOC(=O)C1=C(COC)N(Cc2ccccc2)C(=O)NC1c1ncc(C)n1C	ethyl 1-benzyl-4-(1,5-dimethyl-1H-imidazol-2-yl)-6-(methoxymethyl)-2-oxo-1,2,3,4-tetrahydropyrimidine-5-carboxylate	398.46
219	CCOC(=O)C1=C(c2ccncc2)N(CC)C(=O)NC1c1coc(Cl)n1	ethyl 4-(2-chloro-1,3-oxazol-4-yl)-1-ethyl-2-oxo-6-(pyridin-4-yl)-1,2,3,4-tetrahydropyrimidine-5-carboxylate	376.79
220	CCOC(=O)C1=C(c2cncc(F)c2)NC(=S)NC1c1c[nH]c(C)n1	ethyl 6-(5-fluoropyridin-3-yl)-4-(2-methyl-1H-imidazol-4-yl)-2-sulfanylidene-1,2,3,4-tetrahydropyrimidine-5-carboxylate	361.40
221	CCOC(=O)C1=C(c2cnco2)N(C)C(=O)NC1c1ccc(CC)cc1OC	ethyl 4-(4-ethyl-2-methoxyphenyl)-1-methyl-6-(1,3-oxazol-5-yl)-2-oxo-1,2,3,4-tetrahydropyrimidine-5-carboxylate	385.41
222	CCOC(=O)C1=C(c2cscn2)N(CC(C)C)C(=O)NC1c1cc(C)on1	ethyl 4-(5-methyl-1,2-oxazol-3-yl)-1-(2-methylpropyl)-2-oxo-6-(1,3-thiazol-4-yl)-1,2,3,4-tetrahydropyrimidine-5-carboxylate	390.46
223	CCOC(=O)C1=C(c2cscn2)NC(=O)NC1c1ccc(-c2cn[nH]c2)cc1	ethyl 2-oxo-4-[4-(1H-pyrazol-4-yl)phenyl]-6-(1,3-thiazol-4-yl)-1,2,3,4-tetrahydropyrimidine-5-carboxylate	395.44
224	CCOC(=O)C1=C(c2cscn2)NC(=O)NC1c1cccc2c1CNCC2	ethyl 2-oxo-4-(1,2,3,4-tetrahydroisoquinolin-8-yl)-6-(1,3-thiazol-4-yl)-1,2,3,4-tetrahydropyrimidine-5-carboxylate	384.45
225	CCOC(=O)c1c(NC(=O)C2=C(C)N(c3ccccc3)C(=S)NC2c2cccc(F)c2)sc(C)c1C		
226	CCOC(=O)c1c(NC(=O)C2=C(C)N(c3ccccc3)C(=S)NC2c2ccccc2Cl)sc(C)c1C		
227	CCOC(=O)c1c(NC(=O)C2=C(C)NC(=S)NC2c2ccc(F)cc2F)sc(C)c1C		
228	CCOCCCN1C(=S)NC(c2ccc(F)nc2)C(C(=O)OC)=C1COC	methyl 1-(3-ethoxypropyl)-4-(6-fluoropyridin-3-yl)-6-(methoxymethyl)-2-sulfanylidene-1,2,3,4-tetrahydropyrimidine-5-carboxylate	397.47
229	CCOCCCN1C(=S)NC(c2cccc(Br)c2)C(C(=O)Nc2cc(C)on2)=C1C		
230	CCOCCN1C(=O)NC(c2c(Cl)ncn2CC)C(C(=O)OC)=C1C(C)C	methyl 4-(4-chloro-1-ethyl-1H-imidazol-5-yl)-1-(2-ethoxyethyl)-2-oxo-6-(propan-2-yl)-1,2,3,4-tetrahydropyrimidine-5-carboxylate	398.88
231	CCOCCN1C(=O)NC(c2c[nH]c3cccc(F)c23)C(C(=O)OC)=C1CF	methyl 1-(2-ethoxyethyl)-4-(4-fluoro-1H-indol-3-yl)-6-(fluoromethyl)-2-oxo-1,2,3,4-tetrahydropyrimidine-5-carboxylate	393.39
232	CCOCCN1C(=O)NC(c2cnc(C(=O)OCC)s2)C(C(=O)OC)=C1C	methyl 4-[2-(ethoxycarbonyl)-1,3-thiazol-5-yl]-1-(2-ethoxyethyl)-6-methyl-2-oxo-1,2,3,4-tetrahydropyrimidine-5-carboxylate	397.45
233	CCOc1cc(C2C(C(=O)OC)=C(C3CCCO3)N(C)C(=O)N2C)sn1	methyl 4-(3-ethoxy-1,2-thiazol-5-yl)-1,3-dimethyl-2-oxo-6-(oxolan-2-yl)-1,2,3,4-tetrahydropyrimidine-5-carboxylate	381.45
234	CCOc1cc(C2NC(=S)N(c3ccc4c(c3)OCCO4)C(C)=C2C(=O)OC)ccc1O		
235	CCOc1cccc(C2NC(=S)N(c3ccccc3)C(C)=C2C(=O)Nc2cc(C)on2)c1OC		
236	CCOc1ccccc1C1NC(=S)N(c2ccccc2)C(C)=C1C(=O)Nc1cc(C)on1		
237	CCc1ccc(C2NC(=O)N(Cc3cccs3)C3=C2C(=O)N(OC)CC3)o1	4-(5-ethylfuran-2-yl)-6-methoxy-1-[(thiophen-2-yl)methyl]-1H,2H,3H,4H,5H,6H,7H,8H-pyrido[4,3-d]pyrimidine-2,5-dione	387.45
238	CCn1cnnc1C1NC(=O)N(CC2CCCO2)C(C)=C1C(=O)OC(C)(C)C	tert-butyl 4-(4-ethyl-4H-1,2,4-triazol-3-yl)-6-methyl-2-oxo-1-[(oxolan-2-yl)methyl]-1,2,3,4-tetrahydropyrimidine-5-carboxylate	391.47
239	CCn1nc(C)cc1C1NC(=O)N(CC(=O)O)C(C)=C1C(=O)OC(C)C	2-[4-(1-ethyl-3-methyl-1H-pyrazol-5-yl)-6-methyl-2-oxo-5-[(propan-2-yloxy)carbonyl]-1,2,3,4-tetrahydropyrimidin-1-yl]acetic acid	364.40
240	CN(C)CCOc1ccc(C2NC(=O)N(C3CC3)C3=C2C(=O)NCCC3)cc1	1-cyclopropyl-4-{4-[2-(dimethylamino)ethoxy]phenyl}-1H,2H,3H,4H,5H,6H,7H,8H,9H-pyrimido[5,4-c]azepine-2,5-dione	384.47
241	CN1C(=O)NC(c2snnc2C2CC2)C2=C1CCN(C1CC1)C2=O	6-cyclopropyl-4-(4-cyclopropyl-1,2,3-thiadiazol-5-yl)-1-methyl-1H,2H,3H,4H,5H,6H,7H,8H-pyrido[4,3-d]pyrimidine-2,5-dione	345.42
242	COC(=O)C1=C(C(C)C)N(C)C(=O)N(C)C1c1c(Br)nn(C)c1C	methyl 4-(3-bromo-1,5-dimethyl-1H-pyrazol-4-yl)-1,3-dimethyl-2-oxo-6-(propan-2-yl)-1,2,3,4-tetrahydropyrimidine-5-carboxylate	399.28
243	COC(=O)C1=C(C(C)C)NC(=O)NC1c1c[nH]c2cncc(Br)c12	methyl 4-{4-bromo-1H-pyrrolo[2,3-c]pyridin-3-yl}-2-oxo-6-(propan-2-yl)-1,2,3,4-tetrahydropyrimidine-5-carboxylate	393.24
244	COC(=O)C1=C(C(C)C)NC(=O)NC1c1ccc2c(c1C)CCNC2	methyl 4-(5-methyl-1,2,3,4-tetrahydroisoquinolin-6-yl)-2-oxo-6-(propan-2-yl)-1,2,3,4-tetrahydropyrimidine-5-carboxylate	343.42
245	COC(=O)C1=C(C)N(C)C(=O)N(C)C1c1cc(Br)ccc1F		
246	COC(=O)C1=C(C)N(C)C(=O)NC1c1ccc(-c2ccccc2Cl)s1		
247	COC(=O)C1=C(C)N(C)C(=O)NC1c1cccc(Br)c1		
248	COC(=O)C1=C(C)N(C)C(=S)NC1c1ccc(Oc2ccc(F)cc2)c([N+](=O)[O-])c1		
249	COC(=O)C1=C(C)N(C2CC2)C(=O)NC1c1cnc2n1CCCCC2	methyl 1-cyclopropyl-4-{5H,6H,7H,8H,9H-imidazo[1,2-a]azepin-3-yl}-6-methyl-2-oxo-1,2,3,4-tetrahydropyrimidine-5-carboxylate	344.41
250	COC(=O)C1=C(C)N(CC(=O)O)C(=O)NC1c1cc(C2CC2)nn1C(C)(C)C	2-[4-(1-tert-butyl-3-cyclopropyl-1H-pyrazol-5-yl)-5-(methoxycarbonyl)-6-methyl-2-oxo-1,2,3,4-tetrahydropyrimidin-1-yl]acetic acid	390.43
251	COC(=O)C1=C(C)N(CC2CC2)C(=O)NC1c1cn2c(C(=O)OC)cccc2n1	methyl 1-(cyclopropylmethyl)-4-[5-(methoxycarbonyl)imidazo[1,2-a]pyridin-2-yl]-6-methyl-2-oxo-1,2,3,4-tetrahydropyrimidine-5-carboxylate	398.41
252	COC(=O)C1=C(C)N(CC2CC2)C(=O)NC1c1cnn2ccnc(C(=O)OC)c12	methyl 1-(cyclopropylmethyl)-4-[4-(methoxycarbonyl)pyrazolo[1,5-a]pyrazin-3-yl]-6-methyl-2-oxo-1,2,3,4-tetrahydropyrimidine-5-carboxylate	399.40
253	COC(=O)C1=C(C)N(CCF)C(=O)NC1c1ccc(C(F)(F)F)nc1Cl	methyl 4-[2-chloro-6-(trifluoromethyl)pyridin-3-yl]-1-(2-fluoroethyl)-6-methyl-2-oxo-1,2,3,4-tetrahydropyrimidine-5-carboxylate	395.74
254	COC(=O)C1=C(C)N(Cc2ccccc2)C(=O)NC1c1cccc2nnn(C)c12	methyl 1-benzyl-6-methyl-4-(1-methyl-1H-1,2,3-benzotriazol-7-yl)-2-oxo-1,2,3,4-tetrahydropyrimidine-5-carboxylate	391.42
255	COC(=O)C1=C(C)N(c2cc(C)cc(C)c2)C(=S)NC1c1cc(OC)c(OC)cc1OC		
256	COC(=O)C1=C(C)N(c2cc(C)cc(C)c2)C(=S)NC1c1ccc(O)c(OC)c1		
257	COC(=O)C1=C(C)N(c2cc(C)ccc2C)C(=S)NC1c1ccc(O)c(OC)c1		
258	COC(=O)C1=C(C)N(c2ccc(C)c(C)c2)C(=S)NC1c1cc(OC)c(O)c(OC)c1		
259	COC(=O)C1=C(C)N(c2ccc(C)c(C)c2)C(=S)NC1c1cc(OC)c(OC)c(OC)c1		
260	COC(=O)C1=C(C)N(c2ccc(C)c(C)c2)C(=S)NC1c1cc([N+](=O)[O-])c(F)cc1F		
261	COC(=O)C1=C(C)N(c2ccc(C)c(C)c2)C(=S)NC1c1ccc(C#N)cc1		
262	COC(=O)C1=C(C)N(c2ccc(C)c(F)c2)C(=S)NC1c1cc(OC)c(O)c(OC)c1		
263	COC(=O)C1=C(C)N(c2ccc(C)c(F)c2)C(=S)NC1c1cc(OC)c(OC)cc1OC		
264	COC(=O)C1=C(C)N(c2ccc(C)c(F)c2)C(=S)NC1c1ccc(C(=O)OC)cc1		
265	COC(=O)C1=C(C)N(c2ccc(C)c(F)c2)C(=S)NC1c1ccc(OC)c(OC)c1OC		
266	COC(=O)C1=C(C)N(c2ccc(C)c(F)c2)C(=S)NC1c1ccc(OC)cc1		
267	COC(=O)C1=C(C)N(c2ccc(C)c(F)c2)C(=S)NC1c1ccc(OC)cc1OC		
268	COC(=O)C1=C(C)N(c2ccc(C)cc2)C(=S)NC1c1cc(OC)c(OC)c(OC)c1		
269	COC(=O)C1=C(C)N(c2ccc(C)cc2)C(=S)NC1c1ccc(O)c(OC)c1		
270	COC(=O)C1=C(C)N(c2ccc(C)cc2)C(=S)NC1c1ccccc1		
271	COC(=O)C1=C(C)N(c2ccc(Cl)cc2)C(=S)NC1c1ccc(C(=O)O)cc1		
272	COC(=O)C1=C(C)N(c2ccc(Cl)cc2)C(=S)NC1c1ccc(OC)cc1		
273	COC(=O)C1=C(C)N(c2ccc(F)cc2)C(=S)NC1c1cc(OC)c(O)c(OC)c1		
274	COC(=O)C1=C(C)N(c2ccc(F)cc2)C(=S)NC1c1ccc(O)cc1		
